"36","KXX","-1.385482","36.771038","46","1722.6","1800","NW","352","5/16/2018 8:37","1526445459","0.8","12.78","1.39","-7","3.5999999999999","5","0.28"
"37","KXX","-1.38495","36.770958","41","1720.6","1800","NW","352","5/16/2018 8:37","1526445464","0.8","11.39","-1.39","0","-2","5","-0.28"
"38","KXX","-1.383412","36.770752","36","1716.3","1800","NW","354","5/16/2018 8:38","1526445481","0.8","10","-1.39","2","-4.3","17","-0.08"
"39","KXX","-1.382878","36.770683","30","1716.9","1800","NW","353","5/16/2018 8:38","1526445489","0.8","8.33","-1.67","-1","0.60000000000014","8","-0.21"
"40","KXX","-1.38238","36.770611","35","1717","1800","NW","352","5/16/2018 8:38","1526445496","0.8","9.72","1.39","-1","0.099999999999909","7","0.2"
"41","KXX","-1.381903","36.770538","39","1716.6","1800","NW","352","5/16/2018 8:38","1526445501","0.8","10.83","1.11","0","-0.40000000000009","5","0.22"
"42","KXX","-1.381428","36.770473","37","1716.6","1800","NW","353","5/16/2018 8:38","1526445506","0.8","10.28","-0.55","1","0","5","-0.11"
"43","KXX","-1.38092","36.770397","21","1719.4","1800","NW","352","5/16/2018 8:38","1526445513","0.8","5.83","-4.45","-1","2.8000000000002","7","-0.64"
"44","KXX","-1.380377","36.770313","36","1722.3","1800","NW","350","5/16/2018 8:38","1526445522","0.8","10","4.17","-2","2.8999999999999","9","0.46"
"45","KXX","-1.379875","36.770237","42","1724.5","1800","NW","352","5/16/2018 8:38","1526445527","0.8","11.67","1.67","2","2.2","5","0.33"
"46","KXX","-1.37828","36.77002","44","1725.8","1800","NW","352","5/16/2018 8:39","1526445541","0.8","12.22","0.55","0","1.3","14","0.04"
"47","KXX","-1.377763","36.769943","39","1735.4","1800","NW","352","5/16/2018 8:39","1526445546","0.8","10.83","-1.39","0","9.6000000000001","5","-0.28"
"48","KXX","-1.37726","36.769878","33","1741.6","1800","NW","353","5/16/2018 8:39","1526445552","0.8","9.17","-1.66","1","6.1999999999998","6","-0.28"
"49","KXX","-1.376748","36.76981","29","1748.6","1800","NW","353","5/16/2018 8:39","1526445559","0.8","8.06","-1.11","0","7","7","-0.16"
"50","KXX","-1.37625","36.769741","31","1754.5","1800","NW","352","5/16/2018 8:39","1526445566","0.8","8.61","0.55","-1","5.9000000000001","7","0.08"
"51","KXX","-1.375762","36.769676","34","1757.8","1800","NW","352","5/16/2018 8:39","1526445572","0.8","9.44","0.83","0","3.3","6","0.14"
"52","KXX","-1.375243","36.769604","27","1761.7","1800","NW","350","5/16/2018 8:39","1526445580","0.8","7.5","-1.94","-2","3.9000000000001","8","-0.24"
"53","KXX","-1.374747","36.769524","35","1763.2","1800","NW","351","5/16/2018 8:39","1526445586","0.8","9.72","2.22","1","1.5","6","0.37"
"54","KXX","-1.373025","36.769009","49","1764.8","1800","NW","336","5/16/2018 8:40","1526445602","0.8","13.61","3.89","-15","1.5999999999999","16","0.24"
"55","KXX","-1.372547","36.768784","37","1770.9","1800","NW","334","5/16/2018 8:40","1526445607","0.8","10.28","-3.33","-2","6.1000000000001","5","-0.67"
"56","KXX","-1.372077","36.768543","35","1772.1","1800","NW","332","5/16/2018 8:40","1526445614","0.8","9.72","-0.56","-2","1.1999999999998","7","-0.08"
"57","KXX","-1.371642","36.768318","42","1772.9","1800","NW","333","5/16/2018 8:40","1526445619","0.8","11.67","1.95","1","0.80000000000018","5","0.39"
"58","KXX","-1.371228","36.768112","48","1773.5","1800","NW","334","5/16/2018 8:40","1526445623","0.8","13.33","1.66","1","0.59999999999991","4","0.42"
"59","KXX","-1.370778","36.767883","51","1774.9","1800","NW","333","5/16/2018 8:40","1526445627","0.8","14.17","0.84","-1","1.4000000000001","4","0.21"
"60","KXX","-1.369862","36.767467","49","1776.6","1800","NW","342","5/16/2018 8:40","1526445635","0.8","13.61","-0.56","9","1.6999999999998","8","-0.07"
"61","KXX","-1.369365","36.767406","49","1776.9","1800","NE","1","5/16/2018 8:40","1526445639","0.8","13.61","0","-341","0.30000000000018","4","0"
"62","KXX","-1.3689","36.767467","46","1777.5","1800","NE","10","5/16/2018 8:40","1526445643","0.8","12.78","-0.83","9","0.59999999999991","4","-0.21"
"63","KXX","-1.36837","36.767574","43","1778.2","1800","NE","11","5/16/2018 8:40","1526445648","0.8","11.94","-0.84","1","0.70000000000005","5","-0.17"
"64","KXX","-1.366827","36.767292","45","1780.7","1800","NW","332","5/16/2018 8:41","1526445662","0.8","12.5","0.56","321","2.5","14","0.04"
"65","KXX","-1.366398","36.767056","37","1782.3","1800","NW","330","5/16/2018 8:41","1526445667","0.8","10.28","-2.22","-2","1.5999999999999","5","-0.44"
"66","KXX","-1.365948","36.766804","30","1782.3","1800","NW","332","5/16/2018 8:41","1526445677","0.8","8.33","-1.95","2","0","10","-0.2"
"67","KXX","-1.365492","36.766544","37","1780.2","1800","NW","331","5/16/2018 8:41","1526445683","0.8","10.28","1.95","-1","-2.0999999999999","6","0.33"
"68","KXX","-1.365078","36.766319","37","1779.3","1800","NW","331","5/16/2018 8:41","1526445688","0.8","10.28","0","0","-0.90000000000009","5","0"
"69","KXX","-1.364618","36.766071","32","1778.6","1800","NW","331","5/16/2018 8:41","1526445694","0.8","8.89","-1.39","0","-0.70000000000005","6","-0.23"
"70","KXX","-1.36418","36.765789","23","1780.6","1800","NW","325","5/16/2018 8:41","1526445705","0.8","6.39","-2.5","-6","2","11","-0.23"
"71","KXX","-1.363097","36.764843","43","1783.7","1800","NW","319","5/16/2018 8:42","1526445722","0.8","11.94","5.55","-6","3.1000000000001","17","0.33"
"72","KXX","-1.362677","36.764469","46","1785.2","1800","NW","318","5/16/2018 8:42","1526445727","0.8","12.78","0.84","-1","1.5","5","0.17"
"73","KXX","-1.362312","36.764145","49","1786.1","1800","NW","318","5/16/2018 8:42","1526445731","0.8","13.61","0.83","0","0.89999999999986","4","0.21"
"74","KXX","-1.36193","36.763802","52","1786.8","1800","NW","318","5/16/2018 8:42","1526445735","0.8","14.44","0.83","0","0.70000000000005","4","0.21"
"75","KXX","-1.361548","36.763462","49","1787.9","1800","NW","318","5/16/2018 8:42","1526445739","0.8","13.61","-0.83","0","1.1000000000001","4","-0.21"
"76","KXX","-1.36118","36.763142","48","1789.6","1800","NW","319","5/16/2018 8:42","1526445743","0.8","13.33","-0.28","1","1.6999999999998","4","-0.07"
"77","KXX","-1.36077","36.762844","50","1791.3","1800","NW","331","5/16/2018 8:42","1526445747","0.8","13.89","0.56","12","1.7","4","0.14"
"78","KXX","-1.360293","36.762695","49","1792.3","1800","NW","349","5/16/2018 8:42","1526445751","0.8","13.61","-0.28","18","1","4","-0.07"
"79","KXX","-1.359802","36.762642","52","1791.9","1800","NW","355","5/16/2018 8:42","1526445755","0.8","14.44","0.83","6","-0.39999999999986","4","0.21"
"80","KXX","-1.359285","36.762611","51","1791.5","1800","NW","357","5/16/2018 8:42","1526445759","0.8","14.17","-0.27","2","-0.40000000000009","4","-0.07"
"81","KXX","-1.354808","36.761848","39","1793.2","1800","NE","3","5/16/2018 8:43","1526445822","0.8","10.83","-3.34","-354","1.7","63","-0.05"
"82","KXX","-1.354358","36.761955","49","1790.2","1800","NE","19","5/16/2018 8:43","1526445826","0.8","13.61","2.78","16","-3","4","0.7"
"83","KXX","-1.353852","36.762169","57","1786","1800","NE","25","5/16/2018 8:43","1526445830","0.8","15.83","2.22","6","-4.2","4","0.56"
"84","KXX","-1.352253","36.762852","30","1783.2","1800","NE","12","5/16/2018 8:44","1526445844","0.9","8.33","-7.5","-13","-2.8","14","-0.54"
"85","KXX","-1.35174","36.762932","29","1793.8","1800","NE","11","5/16/2018 8:44","1526445853","0.8","8.06","-0.27","-1","10.6","9","-0.03"
"86","KXX","-1.351227","36.763077","38","1797.3","1800","NE","19","5/16/2018 8:44","1526445859","0.8","10.56","2.5","8","3.5","6","0.42"
"87","KXX","-1.35077","36.763325","43","1797.1","1800","NE","32","5/16/2018 8:44","1526445864","0.8","11.94","1.38","13","-0.20000000000005","5","0.28"
"88","KXX","-1.350303","36.763649","48","1795.2","1800","NE","33","5/16/2018 8:44","1526445869","0.8","13.33","1.39","1","-1.8999999999999","5","0.28"
"89","KXX","-1.349868","36.763954","55","1793.1","1800","NE","35","5/16/2018 8:44","1526445873","0.8","15.28","1.95","2","-2.1000000000001","4","0.49"
"90","KXX","-1.349387","36.76429","60","1790.9","1800","NE","35","5/16/2018 8:44","1526445877","0.8","16.67","1.39","0","-2.1999999999998","4","0.35"
"91","KXX","-1.34898","36.764538","62","1789.9","1800","NE","28","5/16/2018 8:44","1526445880","0.8","17.22","0.55","-7","-1","3","0.18"
"92","KXX","-1.348427","36.764729","56","1790.9","1800","NE","16","5/16/2018 8:44","1526445884","0.8","15.56","-1.66","-12","1","4","-0.42"
"93","KXX","-1.347943","36.764877","48","1793.8","1800","NE","18","5/16/2018 8:44","1526445888","0.8","13.33","-2.23","2","2.8999999999999","4","-0.56"
"94","KXX","-1.347065","36.765213","3","1794.9","1800","NE","20","5/16/2018 8:45","1526445902","0.8","0.83","-12.5","2","1.1000000000001","14","-0.89"
"95","KXX","-1.346583","36.765392","22","1792.8","1800","NE","20","5/16/2018 8:45","1526445917","0.8","6.11","5.28","0","-2.1000000000001","15","0.35"
"96","KXX","-1.346195","36.765514","10","1791","1800","NE","21","5/16/2018 8:45","1526445950","0.9","2.78","-3.33","1","-1.8","33","-0.1"
"97","KXX","-1.34557","36.765743","30","1793.6","1800","NE","17","5/16/2018 8:46","1526445964","0.8","8.33","5.55","-4","2.5999999999999","14","0.4"
"98","KXX","-1.345075","36.765862","33","1797","1800","NE","15","5/16/2018 8:46","1526445971","0.8","9.17","0.84","-2","3.4000000000001","7","0.12"
"99","KXX","-1.344617","36.766029","42","1796.3","1800","NE","21","5/16/2018 8:46","1526445976","0.8","11.67","2.5","6","-0.70000000000005","5","0.5"
"100","KXX","-1.343667","36.766361","54","1796.4","1800","NE","18","5/16/2018 8:46","1526445984","0.8","15","3.33","-3","0.10000000000014","8","0.42"
"101","KXX","-1.343173","36.766533","50","1796.8","1800","NE","18","5/16/2018 8:46","1526445988","0.8","13.89","-1.11","0","0.39999999999986","4","-0.28"
"102","KXX","-1.342693","36.766598","36","1796.7","1800","NW","356","5/16/2018 8:46","1526445993","0.8","10","-3.89","338","-0.099999999999909","5","-0.78"
"103","KXX","-1.342462","36.76659","30","1796.6","1800","NE","6","5/16/2018 8:46","1526445996","0.8","8.33","-1.67","-350","-0.10000000000014","3","-0.56"
"104","KXX","-1.3423","36.766712","29","1797.2","1800","NE","59","5/16/2018 8:46","1526445999","0.8","8.06","-0.27","53","0.60000000000014","3","-0.09"
"105","KXX","-1.342287","36.766861","31","1797.4","1800","SE","92","5/16/2018 8:46","1526446001","0.8","8.61","0.55","33","0.20000000000005","2","0.27"
"106","KXX","-1.342227","36.767361","46","1796.5","1800","NE","70","5/16/2018 8:46","1526446006","0.8","12.78","4.17","-22","-0.90000000000009","5","0.83"
"107","KXX","-1.342028","36.76786","58","1793.9","1800","NE","68","5/16/2018 8:46","1526446010","0.8","16.11","3.33","-2","-2.5999999999999","4","0.83"
"108","KXX","-1.340898","36.769691","46","1787.7","1800","NE","55","5/16/2018 8:47","1526446024","0.8","12.78","-3.33","-13","-6.2","14","-0.24"
"109","KXX","-1.340615","36.770107","38","1787.5","1800","NE","57","5/16/2018 8:47","1526446029","0.8","10.56","-2.22","2","-0.20000000000005","5","-0.44"
"110","KXX","-1.340323","36.770508","27","1785.5","1800","NE","54","5/16/2018 8:47","1526446039","0.8","7.5","-3.06","-3","-2","10","-0.31"
"111","KXX","-1.340023","36.770939","28","1783.8","1800","NE","54","5/16/2018 8:47","1526446048","0.8","7.78","0.28","0","-1.7","9","0.03"
"112","KXX","-1.339748","36.771324","44","1781.5","1800","NE","56","5/16/2018 8:47","1526446053","0.8","12.22","4.44","2","-2.3","5","0.89"
"113","KXX","-1.339448","36.771748","55","1779.8","1800","NE","53","5/16/2018 8:47","1526446057","0.8","15.28","3.06","-3","-1.7","4","0.77"
"114","KXX","-1.3391","36.772198","56","1778.5","1800","NE","52","5/16/2018 8:47","1526446061","0.8","15.56","0.28","-1","-1.3","4","0.07"
"115","KXX","-1.338773","36.772648","54","1775.7","1800","NE","54","5/16/2018 8:47","1526446065","0.8","15","-0.56","2","-2.8","4","-0.14"
"116","KXX","-1.338463","36.773067","34","1771.7","1800","NE","55","5/16/2018 8:47","1526446070","0.8","9.44","-5.56","1","-4","5","-1.11"
"117","KXX","-1.337448","36.774307","67","1770.9","1800","NE","52","5/16/2018 8:48","1526446084","0.8","18.61","9.17","-3","-0.79999999999995","14","0.66"
"118","KXX","-1.337122","36.774723","71","1769.9","1800","NE","52","5/16/2018 8:48","1526446087","0.8","19.72","1.11","0","-1","3","0.37"
"119","KXX","-1.33678","36.775158","74","1769.9","1800","NE","52","5/16/2018 8:48","1526446090","0.8","20.56","0.84","0","0","3","0.28"
"120","KXX","-1.33643","36.775604","76","1771.3","1800","NE","53","5/16/2018 8:48","1526446093","0.8","21.11","0.55","1","1.3999999999999","3","0.18"
"121","KXX","-1.336087","36.776066","76","1773.3","1800","NE","55","5/16/2018 8:48","1526446096","0.8","21.11","0","2","2","3","0"
"122","KXX","-1.335773","36.776558","78","1775.3","1800","NE","59","5/16/2018 8:48","1526446099","0.8","21.67","0.56","4","2","3","0.19"
"123","KXX","-1.333993","36.779655","86","1775.4","1800","NE","61","5/16/2018 8:48","1526446116","0.8","23.89","2.22","2","0.10000000000014","17","0.13"
"124","KXX","-1.333693","36.780201","82","1773.9","1800","NE","61","5/16/2018 8:48","1526446119","0.8","22.78","-1.11","0","-1.5","3","-0.37"
"125","KXX","-1.333443","36.780655","64","1772.1","1800","NE","62","5/16/2018 8:48","1526446122","0.8","17.78","-5","1","-1.8000000000002","3","-1.67"
"126","KXX","-1.333193","36.781097","38","1768.6","1800","NE","61","5/16/2018 8:48","1526446127","0.8","10.56","-7.22","-1","-3.5","5","-1.44"
"127","KXX","-1.33275","36.781799","6","1763.3","1800","NE","65","5/16/2018 8:49","1526446143","0.8","1.67","-8.89","4","-5.3","16","-0.56"
"128","KXX","-1.332165","36.782749","23","1760.3","1800","NE","60","5/16/2018 8:51","1526446263","0.8","6.39","4.72","-5","-3","120","0.04"
"129","KXX","-1.33192","36.783176","30","1758.2","1800","NE","61","5/16/2018 8:51","1526446271","0.8","8.33","1.94","1","-2.0999999999999","8","0.24"
"130","KXX","-1.331697","36.783596","29","1758.2","1800","NE","61","5/16/2018 8:51","1526446277","0.8","8.06","-0.27","0","0","6","-0.04"
"131","KXX","-1.331442","36.784023","28","1756.9","1800","NE","61","5/16/2018 8:51","1526446284","0.8","7.78","-0.28","0","-1.3","7","-0.04"
"132","KXX","-1.33115","36.784538","17","1753","1800","NE","61","5/16/2018 8:51","1526446303","0.8","4.72","-3.06","0","-3.9000000000001","19","-0.16"
"133","KXX","-1.330853","36.785107","4","1751.3","1800","NE","69","5/16/2018 8:52","1526446323","0.8","1.11","-3.61","8","-1.7","20","-0.18"
"134","KXX","-1.330462","36.785763","27","1747.5","1800","NE","59","5/16/2018 8:53","1526446380","0.8","7.5","6.39","-10","-3.8","57","0.11"
"135","KXX","-1.330195","36.786224","38","1747","1800","NE","59","5/16/2018 8:53","1526446386","0.8","10.56","3.06","0","-0.5","6","0.51"
"136","KXX","-1.329953","36.786655","37","1746.7","1800","NE","61","5/16/2018 8:53","1526446391","0.8","10.28","-0.28","2","-0.29999999999995","5","-0.06"
"137","KXX","-1.329693","36.787117","26","1746.4","1800","NE","61","5/16/2018 8:53","1526446399","0.8","7.22","-3.06","0","-0.29999999999995","8","-0.38"
"138","KXX","-1.329433","36.787567","23","1745.7","1800","NE","61","5/16/2018 8:53","1526446407","0.8","6.39","-0.83","0","-0.70000000000005","8","-0.1"
"139","KXX","-1.32917","36.78801","24","1744.4","1800","NE","60","5/16/2018 8:53","1526446416","0.8","6.67","0.28","-1","-1.3","9","0.03"
"140","KXX","-1.328907","36.788483","3","1743.5","1800","NE","61","5/16/2018 8:54","1526446444","0.8","0.83","-5.84","1","-0.90000000000009","28","-0.21"
"141","KXX","-1.32851","36.789047","11","1739.5","1800","NE","57","5/16/2018 8:55","1526446535","0.8","3.06","2.23","-4","-4","91","0.02"
"142","KXX","-1.328208","36.789543","26","1740.1","1800","NE","63","5/16/2018 8:55","1526446552","0.8","7.22","4.16","6","0.59999999999991","17","0.24"
"143","KXX","-1.328005","36.790012","4","1740.2","1800","NE","70","5/16/2018 8:56","1526446565","0.8","1.11","-6.11","7","0.10000000000014","13","-0.47"
"144","KXX","-1.327782","36.790573","7","1741.6","1800","NE","64","5/16/2018 8:56","1526446595","0.8","1.94","0.83","-6","1.3999999999999","30","0.03"
"145","KXX","-1.327458","36.791126","34","1731.8","1800","NE","61","5/16/2018 8:57","1526446634","0.8","9.44","7.5","-3","-9.8","39","0.19"
"146","KXX","-1.327218","36.79155","27","1729.4","1800","NE","60","5/16/2018 8:57","1526446640","0.8","7.5","-1.94","-1","-2.3999999999999","6","-0.32"
"147","KXX","-1.326945","36.792004","24","1727.1","1800","NE","60","5/16/2018 8:57","1526446650","0.8","6.67","-0.83","0","-2.3000000000002","10","-0.08"
"148","KXX","-1.326693","36.792454","24","1725.8","1800","NE","61","5/16/2018 8:57","1526446658","0.8","6.67","0","1","-1.3","8","0"
"149","KXX","-1.32608","36.793476","29","1722","1800","NE","61","5/16/2018 8:58","1526446684","0.8","8.06","1.39","0","-3.8","26","0.05"
"150","KXX","-1.325823","36.793903","38","1720.7","1800","NE","56","5/16/2018 8:58","1526446690","0.8","10.56","2.5","-5","-1.3","6","0.42"
"151","KXX","-1.325585","36.794304","51","1719.1","1800","NE","61","5/16/2018 8:58","1526446694","0.8","14.17","3.61","5","-1.6000000000001","4","0.9"
"152","KXX","-1.325345","36.794731","44","1716.8","1800","NE","61","5/16/2018 8:58","1526446698","0.8","12.22","-1.95","0","-2.3","4","-0.49"
"153","KXX","-1.325033","36.79496","35","1714.4","1800","NW","352","5/16/2018 8:58","1526446703","0.8","9.72","-2.5","291","-2.3999999999999","5","-0.5"
"154","KXX","-1.324557","36.794495","48","1713.7","1800","NW","308","5/16/2018 8:58","1526446709","0.8","13.33","3.61","-44","-0.70000000000005","6","0.6"
"155","KXX","-1.324418","36.7943","45","1713.6","1800","NW","303","5/16/2018 8:58","1526446711","0.8","12.5","-0.83","-5","-0.10000000000014","2","-0.42"
"156","KXX","-1.324373","36.794022","38","1712.5","1800","SW","258","5/16/2018 8:58","1526446714","0.8","10.56","-1.94","-45","-1.0999999999999","3","-0.65"
"157","KXX","-1.324777","36.793896","31","1713.1","1800","SE","155","5/16/2018 8:58","1526446720","0.8","8.61","-1.95","-103","0.59999999999991","6","-0.33"
"158","KXX","-1.325212","36.794258","42","1716.9","1800","SE","139","5/16/2018 8:58","1526446727","0.8","11.67","3.06","-16","3.8000000000002","7","0.44"
"159","KXX","-1.325605","36.794636","57","1716.5","1800","SE","135","5/16/2018 8:58","1526446731","0.9","15.83","4.16","-4","-0.40000000000009","4","1.04"
"160","KXX","-1.327272","36.796612","81","1710.9","1800","SE","128","5/16/2018 8:59","1526446745","0.8","22.5","6.67","-7","-5.5999999999999","14","0.48"
"161","KXX","-1.327627","36.797096","80","1710.9","1800","SE","124","5/16/2018 8:59","1526446748","0.8","22.22","-0.28","-4","0","3","-0.09"
"162","KXX","-1.327998","36.797607","85","1711.3","1800","SE","127","5/16/2018 8:59","1526446751","0.8","23.61","1.39","3","0.39999999999986","3","0.46"
"163","KXX","-1.32905","36.798939","88","1711.1","1800","SE","130","5/16/2018 8:59","1526446759","0.8","24.44","0.83","3","-0.20000000000005","8","0.1"
"164","KXX","-1.329337","36.79929","91","1710.8","1800","SE","129","5/16/2018 8:59","1526446761","0.8","25.28","0.84","-1","-0.29999999999995","2","0.42"
"165","KXX","-1.330473","36.800663","87","1706.2","1800","SE","130","5/16/2018 8:59","1526446769","0.7","24.17","-1.11","1","-4.5999999999999","8","-0.14"
"166","KXX","-1.33199","36.802719","98","1697.3","1800","SE","119","5/16/2018 8:59","1526446780","0.7","27.22","3.05","-11","-8.9000000000001","11","0.28"
"167","KXX","-1.332205","36.803154","96","1695.2","1800","SE","115","5/16/2018 8:59","1526446782","0.7","26.67","-0.55","-4","-2.0999999999999","2","-0.27"
"168","KXX","-1.332137","36.819515","79","1671.8","1800","SE","96","5/16/2018 9:01","1526446864","0.7","21.94","-4.73","-19","-23.4","82","-0.06"
"169","KXX","-1.332238","36.820099","79","1670.8","1800","SE","102","5/16/2018 9:01","1526446867","0.7","21.94","0","6","-1","3","0"
"170","KXX","-1.332382","36.820667","78","1669.5","1800","SE","105","5/16/2018 9:01","1526446870","0.7","21.67","-0.27","3","-1.3","3","-0.09"
"171","KXX","-1.33254","36.821236","79","1668","1800","SE","104","5/16/2018 9:01","1526446873","0.7","21.94","0.27","-1","-1.5","3","0.09"
"172","KXX","-1.332675","36.821796","78","1666.3","1800","SE","102","5/16/2018 9:01","1526446876","0.7","21.67","-0.27","-2","-1.7","3","-0.09"
"173","KXX","-1.332773","36.822369","77","1665.2","1800","SE","98","5/16/2018 9:01","1526446879","0.7","21.39","-0.28","-4","-1.0999999999999","3","-0.09"
"174","KXX","-1.33282","36.822929","76","1664.8","1800","SE","93","5/16/2018 9:01","1526446882","0.8","21.11","-0.28","-5","-0.40000000000009","3","-0.09"
"175","KXX","-1.332813","36.823505","79","1664.8","1800","NE","87","5/16/2018 9:01","1526446885","0.7","21.94","0.83","-6","0","3","0.28"
"176","KXX","-1.332752","36.824085","78","1664.4","1800","NE","82","5/16/2018 9:01","1526446888","0.7","21.67","-0.27","-5","-0.39999999999986","3","-0.09"
"177","KXX","-1.332633","36.82465","77","1664.3","1800","NE","77","5/16/2018 9:01","1526446891","0.7","21.39","-0.28","-5","-0.10000000000014","3","-0.09"
"178","KXX","-1.33226","36.825756","78","1664.1","1800","NE","67","5/16/2018 9:01","1526446897","0.7","21.67","0.28","-10","-0.20000000000005","6","0.05"
